Segment,Protein Name,Sequence Accession,Complete Genome,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Strain Name
7,"M1,M2",CY079607,Yes,1002,H4N6,7/11/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2259/2009
1,PB2,CY079613,Yes,2316,H4N6,7/11/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2259/2009
3,"PA,PA-X protein(+61)",CY079611,Yes,2208,H4N6,7/11/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2259/2009
8,"NS1,NS2",CY079610,Yes,865,H4N6,7/11/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2259/2009
6,NA,CY079608,Yes,1437,H4N6,7/11/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2259/2009
5,NP,CY079609,Yes,1540,H4N6,7/11/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2259/2009
5,NP,CY130235,Yes,1540,H8N4,7/12/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2351R0/2009
3,"PA,PA-X protein(+61)",CY130237,Yes,2201,H8N4,7/12/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2351R0/2009
8,"NS1,NS2",CY130236,Yes,865,H8N4,7/12/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2351R0/2009
1,PB2,CY130239,Yes,2307,H8N4,7/12/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2351R0/2009
7,"M1,M2",CY130233,Yes,1002,H8N4,7/12/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2351R0/2009
6,NA,CY130234,Yes,1432,H8N4,7/12/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2351R0/2009
2,"PB1,PB1-F2",CY130238,Yes,2316,H8N4,7/12/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2351R0/2009
4,HA,CY130232,Yes,1718,H8N4,7/12/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2351R0/2009
7,"M1,M2",CY130202,Yes,1002,H8N4,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2388R0/2009
4,HA,CY130201,Yes,1719,H8N4,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2388R0/2009
5,NP,CY130204,Yes,1540,H8N4,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2388R0/2009
1,PB2,CY130208,Yes,2316,H8N4,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2388R0/2009
2,"PB1,PB1-F2",CY130207,Yes,2316,H8N4,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2388R0/2009
3,"PA,PA-X protein(+61)",CY130206,Yes,2201,H8N4,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2388R0/2009
8,"NS1,NS2",CY130205,Yes,865,H8N4,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2388R0/2009
6,NA,CY130203,Yes,1435,H8N4,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2388R0/2009
1,PB2,CY130247,Yes,2316,H4N6,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2393R0/2009
3,"PA,PA-X protein(+61)",CY130245,Yes,2200,H4N6,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2393R0/2009
6,NA,CY130242,Yes,1440,H4N6,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2393R0/2009
8,"NS1,NS2",CY130244,Yes,865,H4N6,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2393R0/2009
7,"M1,M2",CY130241,Yes,1002,H4N6,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2393R0/2009
4,HA,CY130240,Yes,1713,H4N6,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2393R0/2009
5,NP,CY130243,Yes,1540,H4N6,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2393R0/2009
2,"PB1,PB1-F2",CY130246,Yes,2294,H4N6,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2393R0/2009
2,"PB1,PB1-F2",CY130254,Yes,2294,H4N6,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2395R0/2009
4,HA,CY130248,Yes,1713,H4N6,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2395R0/2009
6,NA,CY130250,Yes,1440,H4N6,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2395R0/2009
1,PB2,CY130255,Yes,2316,H4N6,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2395R0/2009
8,"NS1,NS2",CY130252,Yes,865,H4N6,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2395R0/2009
5,NP,CY130251,Yes,1540,H4N6,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2395R0/2009
7,"M1,M2",CY130249,Yes,1002,H4N6,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2395R0/2009
3,"PA,PA-X protein(+61)",CY130253,Yes,2200,H4N6,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2395R0/2009
8,"NS1,NS2",CY130213,Yes,865,H4N6,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2398R0/2009
5,NP,CY130212,Yes,1540,H4N6,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2398R0/2009
4,HA,CY130209,Yes,1713,H4N6,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2398R0/2009
2,"PB1,PB1-F2",CY130215,Yes,2316,H4N6,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2398R0/2009
1,PB2,CY130216,Yes,2307,H4N6,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2398R0/2009
3,"PA,PA-X protein(+61)",CY130214,Yes,2208,H4N6,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2398R0/2009
6,NA,CY130211,Yes,1440,H4N6,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2398R0/2009
7,"M1,M2",CY130210,Yes,1002,H4N6,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2398R0/2009
2,"PB1,PB1-F2",CY130262,Yes,2294,H4N6,7/12/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2535R0/2009
1,PB2,CY130263,Yes,2316,H4N6,7/12/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2535R0/2009
7,"M1,M2",CY130257,Yes,1002,H4N6,7/12/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2535R0/2009
5,NP,CY130259,Yes,1540,H4N6,7/12/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2535R0/2009
3,"PA,PA-X protein(+61)",CY130261,Yes,2200,H4N6,7/12/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2535R0/2009
4,HA,CY130256,Yes,1713,H4N6,7/12/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2535R0/2009
6,NA,CY130258,Yes,1440,H4N6,7/12/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2535R0/2009
8,"NS1,NS2",CY130260,Yes,865,H4N6,7/12/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2535R0/2009
5,NP,CY130267,Yes,1540,H4N6,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2536R0/2009
4,HA,CY130264,Yes,1713,H4N6,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2536R0/2009
7,"M1,M2",CY130265,Yes,1002,H4N6,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2536R0/2009
2,"PB1,PB1-F2",CY130270,Yes,2294,H4N6,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2536R0/2009
1,PB2,CY130271,Yes,2316,H4N6,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2536R0/2009
8,"NS1,NS2",CY130268,Yes,865,H4N6,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2536R0/2009
6,NA,CY130266,Yes,1438,H4N6,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2536R0/2009
3,"PA,PA-X protein(+61)",CY130269,Yes,2200,H4N6,7/13/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2536R0/2009
1,PB2,CY130279,Yes,2316,H4N6,7/14/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2606R0/2009
3,"PA,PA-X protein(+61)",CY130277,Yes,2200,H4N6,7/14/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2606R0/2009
2,"PB1,PB1-F2",CY130278,Yes,2294,H4N6,7/14/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2606R0/2009
7,"M1,M2",CY130273,Yes,1002,H4N6,7/14/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2606R0/2009
5,NP,CY130275,Yes,1540,H4N6,7/14/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2606R0/2009
4,HA,CY130272,Yes,1713,H4N6,7/14/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2606R0/2009
6,NA,CY130274,Yes,1437,H4N6,7/14/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2606R0/2009
8,"NS1,NS2",CY130276,Yes,865,H4N6,7/14/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2606R0/2009
5,NP,CY130283,Yes,1540,H8N4,7/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2705R0/2009
1,PB2,CY130287,Yes,2307,H8N4,7/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2705R0/2009
4,HA,CY130280,Yes,1717,H8N4,7/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2705R0/2009
7,"M1,M2",CY130281,Yes,1002,H8N4,7/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2705R0/2009
8,"NS1,NS2",CY130284,Yes,865,H8N4,7/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2705R0/2009
6,NA,CY130282,Yes,1435,H8N4,7/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2705R0/2009
3,"PA,PA-X protein(+61)",CY130285,Yes,2201,H8N4,7/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2705R0/2009
2,"PB1,PB1-F2",CY130286,Yes,2316,H8N4,7/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2705R0/2009
5,NP,CY130291,Yes,1537,H10N7,7/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2750R0/2009
3,"PA,PA-X protein(+61)",CY130293,Yes,2208,H10N7,7/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2750R0/2009
4,HA,CY130288,Yes,1703,H10N7,7/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2750R0/2009
7,"M1,M2",CY130289,Yes,1002,H10N7,7/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2750R0/2009
6,NA,CY130290,Yes,1437,H10N7,7/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2750R0/2009
2,"PB1,PB1-F2",CY130294,Yes,2316,H10N7,7/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2750R0/2009
8,"NS1,NS2",CY130292,Yes,848,H10N7,7/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2750R0/2009
1,PB2,CY130295,Yes,2306,H10N7,7/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2750R0/2009
1,PB2,CY130303,Yes,2306,H10N7,7/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2751R0/2009
5,NP,CY130299,Yes,1537,H10N7,7/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2751R0/2009
3,"PA,PA-X protein(+61)",CY130301,Yes,2208,H10N7,7/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2751R0/2009
2,"PB1,PB1-F2",CY130302,Yes,2316,H10N7,7/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2751R0/2009
4,HA,CY130296,Yes,1703,H10N7,7/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2751R0/2009
7,"M1,M2",CY130297,Yes,1002,H10N7,7/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2751R0/2009
8,"NS1,NS2",CY130300,Yes,848,H10N7,7/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2751R0/2009
6,NA,CY130298,Yes,1435,H10N7,7/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2751R0/2009
5,NP,CY130307,Yes,1537,H10N7,7/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2783R0/2009
6,NA,CY130306,Yes,1433,H10N7,7/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2783R0/2009
7,"M1,M2",CY130305,Yes,1002,H10N7,7/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2783R0/2009
4,HA,CY130304,Yes,1703,H10N7,7/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2783R0/2009
8,"NS1,NS2",CY130308,Yes,848,H10N7,7/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2783R0/2009
3,"PA,PA-X protein(+61)",CY130309,Yes,2208,H10N7,7/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2783R0/2009
2,"PB1,PB1-F2",CY130310,Yes,2316,H10N7,7/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2783R0/2009
1,PB2,CY130311,Yes,2306,H10N7,7/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM2783R0/2009
2,"PB1,PB1-F2",CY135341,Yes,2316,H10N7,7/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3016R0/2009
5,NP,CY135338,Yes,1537,H10N7,7/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3016R0/2009
1,PB2,CY135342,Yes,2306,H10N7,7/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3016R0/2009
4,HA,CY135335,Yes,1703,H10N7,7/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3016R0/2009
7,"M1,M2",CY135336,Yes,1002,H10N7,7/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3016R0/2009
3,"PA,PA-X protein(+61)",CY135340,Yes,2208,H10N7,7/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3016R0/2009
6,NA,CY135337,Yes,1437,H10N7,7/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3016R0/2009
8,"NS1,NS2",CY135339,Yes,848,H10N7,7/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3016R0/2009
6,NA,CY135345,Yes,1437,H10N7,7/18/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3075R2/2009
2,"PB1,PB1-F2",CY135349,Yes,2316,H10N7,7/18/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3075R2/2009
3,"PA,PA-X protein(+61)",CY135348,Yes,2208,H10N7,7/18/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3075R2/2009
4,HA,CY135343,Yes,1703,H10N7,7/18/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3075R2/2009
1,PB2,CY135350,Yes,2297,H10N7,7/18/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3075R2/2009
7,"M1,M2",CY135344,Yes,1002,H10N7,7/18/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3075R2/2009
5,NP,CY135346,Yes,1537,H10N7,7/18/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3075R2/2009
8,"NS1,NS2",CY135347,Yes,848,H10N7,7/18/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3075R2/2009
7,"M1,M2",CY135352,Yes,1002,H10N7,7/18/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3076R0/2009
3,"PA,PA-X protein(+61)",CY135356,Yes,2208,H10N7,7/18/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3076R0/2009
8,"NS1,NS2",CY135355,Yes,848,H10N7,7/18/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3076R0/2009
2,"PB1,PB1-F2",CY135357,Yes,2316,H10N7,7/18/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3076R0/2009
6,NA,CY135353,Yes,1433,H10N7,7/18/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3076R0/2009
1,PB2,CY135358,Yes,2297,H10N7,7/18/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3076R0/2009
4,HA,CY135351,Yes,1703,H10N7,7/18/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3076R0/2009
5,NP,CY135354,Yes,1537,H10N7,7/18/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3076R0/2009
2,"PB1,PB1-F2",CY135365,Yes,2316,H10N7,7/18/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3078R0/2009
1,PB2,CY135366,Yes,2306,H10N7,7/18/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3078R0/2009
7,"M1,M2",CY135360,Yes,1002,H10N7,7/18/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3078R0/2009
8,"NS1,NS2",CY135363,Yes,848,H10N7,7/18/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3078R0/2009
3,"PA,PA-X protein(+61)",CY135364,Yes,2208,H10N7,7/18/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3078R0/2009
4,HA,CY135359,Yes,1703,H10N7,7/18/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3078R0/2009
5,NP,CY135362,Yes,1537,H10N7,7/18/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3078R0/2009
6,NA,CY135361,Yes,1433,H10N7,7/18/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3078R0/2009
6,NA,CY135377,Yes,1437,H10N7,7/20/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3205R0/2009
1,PB2,CY135382,Yes,2306,H10N7,7/20/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3205R0/2009
2,"PB1,PB1-F2",CY135381,Yes,2316,H10N7,7/20/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3205R0/2009
7,"M1,M2",CY135376,Yes,1002,H10N7,7/20/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3205R0/2009
8,"NS1,NS2",CY135379,Yes,848,H10N7,7/20/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3205R0/2009
4,HA,CY135375,Yes,1703,H10N7,7/20/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3205R0/2009
5,NP,CY135378,Yes,1537,H10N7,7/20/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3205R0/2009
3,"PA,PA-X protein(+61)",CY135380,Yes,2208,H10N7,7/20/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3205R0/2009
1,PB2,CY135390,Yes,2297,H10N7,7/21/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3355R0/2009(H10N7)
5,NP,CY135386,Yes,1537,H10N7,7/21/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3355R0/2009(H10N7)
2,"PB1,PB1-F2",CY135389,Yes,2316,H10N7,7/21/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3355R0/2009(H10N7)
8,"NS1,NS2",CY135387,Yes,848,H10N7,7/21/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3355R0/2009(H10N7)
3,"PA,PA-X protein(+61)",CY135388,Yes,2208,H10N7,7/21/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3355R0/2009(H10N7)
6,NA,CY135385,Yes,1433,H10N7,7/21/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3355R0/2009(H10N7)
4,HA,CY135383,Yes,1703,H10N7,7/21/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3355R0/2009(H10N7)
7,"M1,M2",CY135384,Yes,1002,H10N7,7/21/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3355R0/2009(H10N7)
6,NA,CY135393,Yes,1437,H10N7,7/21/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3357R0/2009(H10N7)
1,PB2,CY135398,Yes,2306,H10N7,7/21/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3357R0/2009(H10N7)
5,NP,CY135394,Yes,1537,H10N7,7/21/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3357R0/2009(H10N7)
4,HA,CY135391,Yes,1703,H10N7,7/21/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3357R0/2009(H10N7)
2,"PB1,PB1-F2",CY135397,Yes,2316,H10N7,7/21/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3357R0/2009(H10N7)
3,"PA,PA-X protein(+61)",CY135396,Yes,2208,H10N7,7/21/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3357R0/2009(H10N7)
8,"NS1,NS2",CY135395,Yes,848,H10N7,7/21/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3357R0/2009(H10N7)
7,"M1,M2",CY135392,Yes,1002,H10N7,7/21/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3357R0/2009(H10N7)
6,NA,CY135481,Yes,1437,H10N7,7/21/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3361R0/2009(H10N7)
5,NP,CY135482,Yes,1537,H10N7,7/21/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3361R0/2009(H10N7)
4,HA,CY135479,Yes,1703,H10N7,7/21/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3361R0/2009(H10N7)
7,"M1,M2",CY135480,Yes,1002,H10N7,7/21/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,A/mallard/Interior Alaska/9BM3361R0/2009(H10N7)
